COUNTRY,DATE,ISO3,WHO_REGION,TOTAL_CONF_CASES,TOTAL_PROB_CASES,TOTAL_CONF_DEATHS,NEW_CONF_CASES,NEW_PROB_CASES,NEW_CONF_DEATHS
Andorra,2022-10-20,AND,EURO,4,0,0,0,0,0
Australia,2022-10-20,AUS,WPRO,140,0,0,0,0,0
Austria,2022-10-20,AUT,EURO,323,0,0,0,0,0
Belgium,2022-10-20,BEL,EURO,785,0,1,1,0,0
Bosnia and Herzegovina,2022-10-20,BIH,EURO,9,0,0,0,0,0
Bulgaria,2022-10-20,BGR,EURO,6,0,0,0,0,0
Croatia,2022-10-20,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-10-20,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-20,CZE,EURO,70,0,1,0,0,0
Denmark,2022-10-20,DNK,EURO,191,0,0,0,0,0
Estonia,2022-10-20,EST,EURO,11,0,0,0,0,0
Finland,2022-10-20,FIN,EURO,41,0,0,0,0,0
France,2022-10-20,FRA,EURO,4084,0,0,0,0,0
Georgia,2022-10-20,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-20,DEU,EURO,3656,0,0,0,0,0
Gibraltar,2022-10-20,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-20,GRC,EURO,82,0,0,0,0,0
Greenland,2022-10-20,GRL,EURO,2,0,0,0,0,0
Hungary,2022-10-20,HUN,EURO,79,0,0,0,0,0
Iceland,2022-10-20,ISL,EURO,16,0,0,0,0,0
India,2022-10-20,IND,SEARO,17,0,1,5,0,0
Indonesia,2022-10-20,IDN,SEARO,1,0,0,0,0,0
Ireland,2022-10-20,IRL,EURO,200,0,0,0,0,0
Israel,2022-10-20,ISR,EURO,257,0,0,0,0,0
Italy,2022-10-20,ITA,EURO,888,0,0,0,0,0
Latvia,2022-10-20,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-10-20,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-20,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-20,MLT,EURO,33,0,0,0,0,0
Monaco,2022-10-20,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-10-20,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-10-20,NLD,EURO,1230,0,0,4,0,0
New Zealand,2022-10-20,NZL,WPRO,27,0,0,-1,0,0
Norway,2022-10-20,NOR,EURO,92,0,0,0,0,0
Poland,2022-10-20,POL,EURO,201,0,0,0,0,0
Portugal,2022-10-20,PRT,EURO,940,0,0,0,0,0
Republic of Moldova,2022-10-20,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-20,ROU,EURO,41,0,0,0,0,0
Russian Federation,2022-10-20,RUS,EURO,2,0,0,0,0,0
San Marino,2022-10-20,SMR,EURO,1,0,0,0,0,0
Serbia,2022-10-20,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-20,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-20,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-20,ESP,EURO,7277,0,2,0,0,0
Sweden,2022-10-20,SWE,EURO,207,0,0,0,0,0
Switzerland,2022-10-20,CHE,EURO,542,0,0,0,0,0
Thailand,2022-10-20,THA,SEARO,11,0,0,0,0,0
The United Kingdom,2022-10-20,GBR,EURO,3686,0,0,0,0,0
Türkiye,2022-10-20,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-20,UKR,EURO,5,0,0,0,0,0
Andorra,2022-10-21,AND,EURO,4,0,0,0,0,0
Austria,2022-10-21,AUT,EURO,323,0,0,0,0,0
Belgium,2022-10-21,BEL,EURO,785,0,1,0,0,0
Bosnia and Herzegovina,2022-10-21,BIH,EURO,9,0,0,0,0,0
Bulgaria,2022-10-21,BGR,EURO,6,0,0,0,0,0
Croatia,2022-10-21,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-10-21,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-21,CZE,EURO,70,0,1,0,0,0
Denmark,2022-10-21,DNK,EURO,191,0,0,0,0,0
Estonia,2022-10-21,EST,EURO,11,0,0,0,0,0
Finland,2022-10-21,FIN,EURO,41,0,0,0,0,0
France,2022-10-21,FRA,EURO,4084,0,0,0,0,0
Georgia,2022-10-21,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-21,DEU,EURO,3656,0,0,0,0,0
Gibraltar,2022-10-21,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-21,GRC,EURO,82,0,0,0,0,0
Greenland,2022-10-21,GRL,EURO,2,0,0,0,0,0
Hungary,2022-10-21,HUN,EURO,79,0,0,0,0,0
Iceland,2022-10-21,ISL,EURO,16,0,0,0,0,0
Ireland,2022-10-21,IRL,EURO,200,0,0,0,0,0
Israel,2022-10-21,ISR,EURO,257,0,0,0,0,0
Italy,2022-10-21,ITA,EURO,890,0,0,2,0,0
Latvia,2022-10-21,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-10-21,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-21,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-21,MLT,EURO,33,0,0,0,0,0
Monaco,2022-10-21,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-10-21,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-10-21,NLD,EURO,1230,0,0,0,0,0
Norway,2022-10-21,NOR,EURO,92,0,0,0,0,0
Poland,2022-10-21,POL,EURO,201,0,0,0,0,0
Portugal,2022-10-21,PRT,EURO,944,0,0,4,0,0
Republic of Moldova,2022-10-21,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-21,ROU,EURO,41,0,0,0,0,0
Russian Federation,2022-10-21,RUS,EURO,2,0,0,0,0,0
San Marino,2022-10-21,SMR,EURO,1,0,0,0,0,0
Serbia,2022-10-21,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-21,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-21,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-21,ESP,EURO,7277,0,2,0,0,0
Sweden,2022-10-21,SWE,EURO,207,0,0,0,0,0
Switzerland,2022-10-21,CHE,EURO,544,0,0,2,0,0
The United Kingdom,2022-10-21,GBR,EURO,3686,0,0,0,0,0
Türkiye,2022-10-21,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-21,UKR,EURO,5,0,0,0,0,0
Benin,2022-10-23,BEN,AFRO,3,0,0,0,0,0
Cameroon,2022-10-23,CMR,AFRO,12,0,3,0,0,0
Central African Republic,2022-10-23,CAF,AFRO,28,0,0,0,0,0
Congo,2022-10-23,COG,AFRO,5,0,0,0,0,0
Democratic Republic of the Congo,2022-10-23,COD,AFRO,250,NA,0,15,NA,0
Ghana,2022-10-23,GHA,AFRO,106,0,4,0,0,0
Liberia,2022-10-23,LBR,AFRO,3,0,0,0,0,0
Mozambique,2022-10-23,MOZ,AFRO,1,0,1,0,0,1
Nigeria,2022-10-23,NGA,AFRO,583,0,7,31,0,0
South Africa,2022-10-23,ZAF,AFRO,5,0,0,0,0,0
Andorra,2022-10-24,AND,EURO,4,0,0,0,0,0
Argentina,2022-10-24,ARG,AMRO,766,0,2,69,0,1
Aruba,2022-10-24,ABW,AMRO,3,0,0,0,0,0
Austria,2022-10-24,AUT,EURO,323,0,0,0,0,0
Bahamas,2022-10-24,BHS,AMRO,2,0,0,0,0,0
Barbados,2022-10-24,BRB,AMRO,1,0,0,0,0,0
Belgium,2022-10-24,BEL,EURO,785,0,1,0,0,0
Bermuda,2022-10-24,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2022-10-24,BOL,AMRO,241,0,0,1,0,0
Bosnia and Herzegovina,2022-10-24,BIH,EURO,9,0,0,0,0,0
Brazil,2022-10-24,BRA,AMRO,10006,0,9,189,0,1
Bulgaria,2022-10-24,BGR,EURO,6,0,0,0,0,0
Canada,2022-10-24,CAN,AMRO,1462,0,0,4,0,0
Chile,2022-10-24,CHL,AMRO,1215,0,0,32,0,0
Colombia,2022-10-24,COL,AMRO,3739,0,0,109,0,0
Costa Rica,2022-10-24,CRI,AMRO,15,0,0,4,0,0
Croatia,2022-10-24,HRV,EURO,29,0,0,0,0,0
Cuba,2022-10-24,CUB,AMRO,4,0,1,0,0,0
Curaçao,2022-10-24,CUW,AMRO,3,0,0,0,0,0
Cyprus,2022-10-24,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-24,CZE,EURO,70,0,1,0,0,0
Denmark,2022-10-24,DNK,EURO,191,0,0,0,0,0
Dominican Republic,2022-10-24,DOM,AMRO,83,0,1,4,0,0
Ecuador,2022-10-24,ECU,AMRO,321,0,2,31,0,0
El Salvador,2022-10-24,SLV,AMRO,16,0,0,3,0,0
Estonia,2022-10-24,EST,EURO,11,0,0,0,0,0
Finland,2022-10-24,FIN,EURO,41,0,0,0,0,0
France,2022-10-24,FRA,EURO,4084,0,0,0,0,0
Georgia,2022-10-24,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-24,DEU,EURO,3656,0,0,0,0,0
Gibraltar,2022-10-24,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-24,GRC,EURO,84,0,0,2,0,0
Greenland,2022-10-24,GRL,EURO,2,0,0,0,0,0
Guadeloupe,2022-10-24,GLP,AMRO,1,0,0,0,0,0
Guatemala,2022-10-24,GTM,AMRO,99,0,0,18,0,0
Guyana,2022-10-24,GUY,AMRO,2,0,0,0,0,0
Honduras,2022-10-24,HND,AMRO,10,0,0,2,0,0
Hungary,2022-10-24,HUN,EURO,79,0,0,0,0,0
Iceland,2022-10-24,ISL,EURO,16,0,0,0,0,0
India,2022-10-24,IND,SEARO,17,0,1,0,0,0
Indonesia,2022-10-24,IDN,SEARO,1,0,0,0,0,0
Ireland,2022-10-24,IRL,EURO,206,0,0,6,0,0
Israel,2022-10-24,ISR,EURO,260,0,0,3,0,0
Italy,2022-10-24,ITA,EURO,890,0,0,0,0,0
Jamaica,2022-10-24,JAM,AMRO,16,0,0,0,0,0
Latvia,2022-10-24,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-10-24,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-24,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-24,MLT,EURO,33,0,0,0,0,0
Martinique,2022-10-24,MTQ,AMRO,1,0,0,0,0,0
Mexico,2022-10-24,MEX,AMRO,3154,0,13,155,0,1
Monaco,2022-10-24,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-10-24,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-10-24,NLD,EURO,1230,0,0,0,0,0
Norway,2022-10-24,NOR,EURO,92,0,0,0,0,0
Panama,2022-10-24,PAN,AMRO,20,0,0,3,0,0
Paraguay,2022-10-24,PRY,AMRO,5,0,0,2,0,0
Peru,2022-10-24,PER,AMRO,3286,0,20,70,0,0
Poland,2022-10-24,POL,EURO,201,0,0,0,0,0
Portugal,2022-10-24,PRT,EURO,944,0,0,0,0,0
Republic of Moldova,2022-10-24,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-24,ROU,EURO,41,0,0,0,0,0
Russian Federation,2022-10-24,RUS,EURO,2,0,0,0,0,0
Saint Martin,2022-10-24,MAF,AMRO,1,0,0,0,0,0
San Marino,2022-10-24,SMR,EURO,1,0,0,0,0,0
Serbia,2022-10-24,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-24,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-24,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-24,ESP,EURO,7277,0,2,0,0,0
Sweden,2022-10-24,SWE,EURO,207,0,0,0,0,0
Switzerland,2022-10-24,CHE,EURO,544,0,0,0,0,0
Thailand,2022-10-24,THA,SEARO,12,0,0,1,0,0
The United Kingdom,2022-10-24,GBR,EURO,3686,0,0,0,0,0
Türkiye,2022-10-24,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-24,UKR,EURO,5,0,0,0,0,0
United States of America,2022-10-24,USA,AMRO,28958,0,49,287,0,0
Uruguay,2022-10-24,URY,AMRO,14,0,0,0,0,0
Venezuela (Bolivarian Republic of),2022-10-24,VEN,AMRO,10,0,0,0,0,0
Andorra,2022-10-25,AND,EURO,4,0,0,0,0,0
Austria,2022-10-25,AUT,EURO,323,0,0,0,0,0
Belgium,2022-10-25,BEL,EURO,785,0,1,0,0,0
Bosnia and Herzegovina,2022-10-25,BIH,EURO,9,0,0,0,0,0
Bulgaria,2022-10-25,BGR,EURO,6,0,0,0,0,0
Croatia,2022-10-25,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-10-25,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-25,CZE,EURO,70,0,1,0,0,0
Denmark,2022-10-25,DNK,EURO,191,0,0,0,0,0
Estonia,2022-10-25,EST,EURO,11,0,0,0,0,0
Finland,2022-10-25,FIN,EURO,41,0,0,0,0,0
France,2022-10-25,FRA,EURO,4084,0,0,0,0,0
Georgia,2022-10-25,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-25,DEU,EURO,3662,0,0,6,0,0
Gibraltar,2022-10-25,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-25,GRC,EURO,84,0,0,0,0,0
Greenland,2022-10-25,GRL,EURO,2,0,0,0,0,0
Hungary,2022-10-25,HUN,EURO,80,0,0,1,0,0
Iceland,2022-10-25,ISL,EURO,16,0,0,0,0,0
Ireland,2022-10-25,IRL,EURO,206,0,0,0,0,0
Israel,2022-10-25,ISR,EURO,260,0,0,0,0,0
Italy,2022-10-25,ITA,EURO,890,0,0,0,0,0
Latvia,2022-10-25,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-10-25,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-25,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-25,MLT,EURO,33,0,0,0,0,0
Monaco,2022-10-25,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-10-25,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-10-25,NLD,EURO,1235,0,0,5,0,0
Norway,2022-10-25,NOR,EURO,92,0,0,0,0,0
Poland,2022-10-25,POL,EURO,206,0,0,5,0,0
Portugal,2022-10-25,PRT,EURO,944,0,0,0,0,0
Republic of Moldova,2022-10-25,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-25,ROU,EURO,42,0,0,1,0,0
Russian Federation,2022-10-25,RUS,EURO,2,0,0,0,0,0
San Marino,2022-10-25,SMR,EURO,1,0,0,0,0,0
Serbia,2022-10-25,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-25,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-25,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-25,ESP,EURO,7317,0,2,40,0,0
Sweden,2022-10-25,SWE,EURO,209,0,0,2,0,0
Switzerland,2022-10-25,CHE,EURO,546,0,0,2,0,0
The United Kingdom,2022-10-25,GBR,EURO,3698,0,0,12,0,0
Türkiye,2022-10-25,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-25,UKR,EURO,5,0,0,0,0,0
Andorra,2022-10-26,AND,EURO,4,0,0,0,0,0
Austria,2022-10-26,AUT,EURO,323,0,0,0,0,0
Belgium,2022-10-26,BEL,EURO,785,0,1,0,0,0
Bosnia and Herzegovina,2022-10-26,BIH,EURO,9,0,0,0,0,0
Bulgaria,2022-10-26,BGR,EURO,6,0,0,0,0,0
Croatia,2022-10-26,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-10-26,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-26,CZE,EURO,70,0,1,0,0,0
Denmark,2022-10-26,DNK,EURO,191,0,0,0,0,0
Estonia,2022-10-26,EST,EURO,11,0,0,0,0,0
Finland,2022-10-26,FIN,EURO,41,0,0,0,0,0
France,2022-10-26,FRA,EURO,4094,0,0,10,0,0
Georgia,2022-10-26,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-26,DEU,EURO,3662,0,0,0,0,0
Gibraltar,2022-10-26,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-26,GRC,EURO,84,0,0,0,0,0
Greenland,2022-10-26,GRL,EURO,2,0,0,0,0,0
Hungary,2022-10-26,HUN,EURO,80,0,0,0,0,0
Iceland,2022-10-26,ISL,EURO,16,0,0,0,0,0
Ireland,2022-10-26,IRL,EURO,206,0,0,0,0,0
Israel,2022-10-26,ISR,EURO,260,0,0,0,0,0
Italy,2022-10-26,ITA,EURO,890,0,0,0,0,0
Latvia,2022-10-26,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-10-26,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-26,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-26,MLT,EURO,33,0,0,0,0,0
Monaco,2022-10-26,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-10-26,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-10-26,NLD,EURO,1235,0,0,0,0,0
Norway,2022-10-26,NOR,EURO,92,0,0,0,0,0
Poland,2022-10-26,POL,EURO,206,0,0,0,0,0
Portugal,2022-10-26,PRT,EURO,944,0,0,0,0,0
Republic of Moldova,2022-10-26,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-26,ROU,EURO,42,0,0,0,0,0
Russian Federation,2022-10-26,RUS,EURO,2,0,0,0,0,0
San Marino,2022-10-26,SMR,EURO,1,0,0,0,0,0
Serbia,2022-10-26,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-26,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-26,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-26,ESP,EURO,7317,0,2,0,0,0
Sweden,2022-10-26,SWE,EURO,209,0,0,0,0,0
Switzerland,2022-10-26,CHE,EURO,546,0,0,0,0,0
The United Kingdom,2022-10-26,GBR,EURO,3698,0,0,0,0,0
Türkiye,2022-10-26,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-26,UKR,EURO,5,0,0,0,0,0
Andorra,2022-10-27,AND,EURO,4,0,0,0,0,0
Austria,2022-10-27,AUT,EURO,323,0,0,0,0,0
Belgium,2022-10-27,BEL,EURO,785,0,1,0,0,0
Bosnia and Herzegovina,2022-10-27,BIH,EURO,9,0,0,0,0,0
Bulgaria,2022-10-27,BGR,EURO,6,0,0,0,0,0
Croatia,2022-10-27,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-10-27,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-27,CZE,EURO,70,0,1,0,0,0
Denmark,2022-10-27,DNK,EURO,191,0,0,0,0,0
Estonia,2022-10-27,EST,EURO,11,0,0,0,0,0
Finland,2022-10-27,FIN,EURO,41,0,0,0,0,0
France,2022-10-27,FRA,EURO,4094,0,0,0,0,0
Georgia,2022-10-27,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-27,DEU,EURO,3662,0,0,0,0,0
Gibraltar,2022-10-27,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-27,GRC,EURO,84,0,0,0,0,0
Greenland,2022-10-27,GRL,EURO,2,0,0,0,0,0
Hungary,2022-10-27,HUN,EURO,80,0,0,0,0,0
Iceland,2022-10-27,ISL,EURO,16,0,0,0,0,0
Ireland,2022-10-27,IRL,EURO,206,0,0,0,0,0
Israel,2022-10-27,ISR,EURO,260,0,0,0,0,0
Italy,2022-10-27,ITA,EURO,890,0,0,0,0,0
Latvia,2022-10-27,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-10-27,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-27,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-27,MLT,EURO,33,0,0,0,0,0
Monaco,2022-10-27,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-10-27,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-10-27,NLD,EURO,1235,0,0,0,0,0
New Zealand,2022-10-27,NZL,WPRO,28,0,0,1,0,0
Norway,2022-10-27,NOR,EURO,93,0,0,1,0,0
Poland,2022-10-27,POL,EURO,206,0,0,0,0,0
Portugal,2022-10-27,PRT,EURO,944,0,0,0,0,0
Republic of Moldova,2022-10-27,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-27,ROU,EURO,42,0,0,0,0,0
Russian Federation,2022-10-27,RUS,EURO,2,0,0,0,0,0
San Marino,2022-10-27,SMR,EURO,1,0,0,0,0,0
Serbia,2022-10-27,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-27,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-27,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-27,ESP,EURO,7317,0,2,0,0,0
Sweden,2022-10-27,SWE,EURO,209,0,0,0,0,0
Switzerland,2022-10-27,CHE,EURO,546,0,0,0,0,0
The United Kingdom,2022-10-27,GBR,EURO,3698,0,0,0,0,0
Türkiye,2022-10-27,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-27,UKR,EURO,5,0,0,0,0,0
Andorra,2022-10-28,AND,EURO,4,0,0,0,0,0
Austria,2022-10-28,AUT,EURO,323,0,0,0,0,0
Belgium,2022-10-28,BEL,EURO,785,0,1,0,0,0
Bosnia and Herzegovina,2022-10-28,BIH,EURO,9,0,0,0,0,0
Bulgaria,2022-10-28,BGR,EURO,6,0,0,0,0,0
Croatia,2022-10-28,HRV,EURO,29,0,0,0,0,0
Cyprus,2022-10-28,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-28,CZE,EURO,70,0,1,0,0,0
Denmark,2022-10-28,DNK,EURO,191,0,0,0,0,0
Estonia,2022-10-28,EST,EURO,11,0,0,0,0,0
Finland,2022-10-28,FIN,EURO,41,0,0,0,0,0
France,2022-10-28,FRA,EURO,4094,0,0,0,0,0
Georgia,2022-10-28,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-28,DEU,EURO,3662,0,0,0,0,0
Gibraltar,2022-10-28,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-28,GRC,EURO,84,0,0,0,0,0
Greenland,2022-10-28,GRL,EURO,2,0,0,0,0,0
Hungary,2022-10-28,HUN,EURO,80,0,0,0,0,0
Iceland,2022-10-28,ISL,EURO,16,0,0,0,0,0
Ireland,2022-10-28,IRL,EURO,206,0,0,0,0,0
Israel,2022-10-28,ISR,EURO,260,0,0,0,0,0
Italy,2022-10-28,ITA,EURO,894,0,0,4,0,0
Latvia,2022-10-28,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-10-28,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-28,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-28,MLT,EURO,33,0,0,0,0,0
Monaco,2022-10-28,MCO,EURO,3,0,0,0,0,0
Montenegro,2022-10-28,MNE,EURO,2,0,0,0,0,0
Netherlands,2022-10-28,NLD,EURO,1235,0,0,0,0,0
Norway,2022-10-28,NOR,EURO,93,0,0,0,0,0
Poland,2022-10-28,POL,EURO,206,0,0,0,0,0
Portugal,2022-10-28,PRT,EURO,944,0,0,0,0,0
Republic of Moldova,2022-10-28,MDA,EURO,2,0,0,0,0,0
Romania,2022-10-28,ROU,EURO,42,0,0,0,0,0
Russian Federation,2022-10-28,RUS,EURO,2,0,0,0,0,0
San Marino,2022-10-28,SMR,EURO,1,0,0,0,0,0
Serbia,2022-10-28,SRB,EURO,40,0,0,0,0,0
Slovakia,2022-10-28,SVK,EURO,14,0,0,0,0,0
Slovenia,2022-10-28,SVN,EURO,47,0,0,0,0,0
Spain,2022-10-28,ESP,EURO,7317,0,2,0,0,0
Sweden,2022-10-28,SWE,EURO,209,0,0,0,0,0
Switzerland,2022-10-28,CHE,EURO,546,0,0,0,0,0
The United Kingdom,2022-10-28,GBR,EURO,3698,0,0,0,0,0
Türkiye,2022-10-28,TUR,EURO,12,0,0,0,0,0
Ukraine,2022-10-28,UKR,EURO,5,0,0,0,0,0
Benin,2022-10-30,BEN,AFRO,3,0,0,0,0,0
Cameroon,2022-10-30,CMR,AFRO,16,0,3,4,0,0
Central African Republic,2022-10-30,CAF,AFRO,28,0,0,0,0,0
Congo,2022-10-30,COG,AFRO,5,0,0,0,0,0
Democratic Republic of the Congo,2022-10-30,COD,AFRO,251,NA,0,1,NA,0
Ghana,2022-10-30,GHA,AFRO,108,0,4,2,0,0
Liberia,2022-10-30,LBR,AFRO,3,0,0,0,0,0
Mozambique,2022-10-30,MOZ,AFRO,1,0,1,0,0,0
Nigeria,2022-10-30,NGA,AFRO,604,0,7,21,0,0
South Africa,2022-10-30,ZAF,AFRO,5,0,0,0,0,0
Andorra,2022-10-31,AND,EURO,4,0,0,0,0,0
Argentina,2022-10-31,ARG,AMRO,813,0,2,47,0,0
Aruba,2022-10-31,ABW,AMRO,3,0,0,0,0,0
Austria,2022-10-31,AUT,EURO,323,0,0,0,0,0
Bahamas,2022-10-31,BHS,AMRO,2,0,0,0,0,0
Barbados,2022-10-31,BRB,AMRO,1,0,0,0,0,0
Belgium,2022-10-31,BEL,EURO,785,0,1,0,0,0
Bermuda,2022-10-31,BMU,AMRO,1,0,0,0,0,0
Bolivia (Plurinational State of),2022-10-31,BOL,AMRO,242,0,0,1,0,0
Bosnia and Herzegovina,2022-10-31,BIH,EURO,9,0,0,0,0,0
Brazil,2022-10-31,BRA,AMRO,10156,0,11,150,0,2
Bulgaria,2022-10-31,BGR,EURO,6,0,0,0,0,0
Canada,2022-10-31,CAN,AMRO,1465,0,0,3,0,0
Chile,2022-10-31,CHL,AMRO,1245,0,0,30,0,0
Colombia,2022-10-31,COL,AMRO,3827,0,0,88,0,0
Costa Rica,2022-10-31,CRI,AMRO,23,0,0,8,0,0
Croatia,2022-10-31,HRV,EURO,29,0,0,0,0,0
Cuba,2022-10-31,CUB,AMRO,4,0,1,0,0,0
Curaçao,2022-10-31,CUW,AMRO,3,0,0,0,0,0
Cyprus,2022-10-31,CYP,EURO,5,0,0,0,0,0
Czechia,2022-10-31,CZE,EURO,70,0,1,0,0,0
Denmark,2022-10-31,DNK,EURO,191,0,0,0,0,0
Dominican Republic,2022-10-31,DOM,AMRO,83,0,1,0,0,0
Ecuador,2022-10-31,ECU,AMRO,349,0,2,28,0,0
El Salvador,2022-10-31,SLV,AMRO,17,0,0,1,0,0
Estonia,2022-10-31,EST,EURO,11,0,0,0,0,0
Finland,2022-10-31,FIN,EURO,41,0,0,0,0,0
France,2022-10-31,FRA,EURO,4094,0,0,0,0,0
Georgia,2022-10-31,GEO,EURO,2,0,0,0,0,0
Germany,2022-10-31,DEU,EURO,3662,0,0,0,0,0
Gibraltar,2022-10-31,GIB,EURO,6,0,0,0,0,0
Greece,2022-10-31,GRC,EURO,84,0,0,0,0,0
Greenland,2022-10-31,GRL,EURO,2,0,0,0,0,0
Guadeloupe,2022-10-31,GLP,AMRO,1,0,0,0,0,0
Guatemala,2022-10-31,GTM,AMRO,122,0,0,23,0,0
Guyana,2022-10-31,GUY,AMRO,2,0,0,0,0,0
Honduras,2022-10-31,HND,AMRO,10,0,0,0,0,0
Hungary,2022-10-31,HUN,EURO,80,0,0,0,0,0
Iceland,2022-10-31,ISL,EURO,16,0,0,0,0,0
Ireland,2022-10-31,IRL,EURO,206,0,0,0,0,0
Israel,2022-10-31,ISR,EURO,262,0,0,2,0,0
Italy,2022-10-31,ITA,EURO,894,0,0,0,0,0
Jamaica,2022-10-31,JAM,AMRO,17,0,0,1,0,0
Latvia,2022-10-31,LVA,EURO,6,0,0,0,0,0
Lithuania,2022-10-31,LTU,EURO,5,0,0,0,0,0
Luxembourg,2022-10-31,LUX,EURO,55,0,0,0,0,0
Malta,2022-10-31,MLT,EURO,33,0,0,0,0,0
Martinique,2022-10-31,MTQ,AMRO,1,0,0,0,0,0
Mexico,2022-10-31,MEX,AMRO,3292,0,15,138,0,2
Monaco,2022-10-31,MCO,EURO,3,0,0,0,0,0
